소비구분,시도구분,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
면세점,전라남도,48777,33386,31522,17196,35860,27827,38755,43690,35819,34345,47443,48023,78851,77194,60113,58279,65978,63516,62630,77097,47224,57666,61451,55426,76858,20552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7454,17214,0,0,3006,23547
면세점,전라북도,0,0,0,0,2902,3575,5761,4265,5912,2545,3764,2986,3956,2238,651,1166,17,0,399,51,939,2063,1140,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
면세점,제주특별자치도,14634054,13002496,14628059,17149015,16398782,15962625,14692763,16485677,15753794,14388157,14673179,13234828,13643173,13425461,14398581,15520077,15459508,15403199,13903748,15699705,12902906,15006883,15124750,14103338,13649975,7171182,5864794,6924828,12472721,13544176,13897068,16587366,11480266,17808796,19979565,11580835,8563824,13629666,17686261,21110220,19493458,17033759,11874183,14528370,14452263,20833400,21732464,18322920,19265325,16951444,16894437,22209650,21945688,21233068,17247363,18766634,13961101,16605731,15785244,12792840
면세점,충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
면세점,충청북도,63205,42811,17093,31213,43856,44522,46398,39077,36606,42080,37746,50012,57626,34117,50023,56289,4559,4251,11876,11528,6161,7657,6818,6537,57780,11233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
관광기념품,강원도,287995,279343,252185,269418,358760,295495,354797,484665,374782,394351,269602,287339,284685,275534,270757,211670,337008,330653,313097,490246,267720,377076,300499,266027,278449,129173,129173,146862,276581,260055,307788,378714,176221,353369,249467,136903,145431,207086,174712,236637,327944,294900,310945,355679,277980,412628,305329,222900,263243,219549,152020,256571,356968,328981,386754,483682,299552,457743,284341,214860
관광기념품,경기도,530007,512037,739793,815629,920614,753326,627596,680629,718102,768534,731610,730219,669217,626655,716618,914009,948023,737148,682611,721471,649311,835243,756233,795689,671470,525320,525320,682713,882579,745485,685096,540044,663688,729647,686009,528454,529481,682841,721651,736767,953268,741744,693332,817190,830369,994446,892236,867559,850119,756957,770601,1098943,1154773,965350,890974,962442,880421,1125517,807853,706515
관광기념품,경상남도,152854,152369,199446,229908,310179,201418,191137,218686,193995,230927,203161,168378,195468,187400,245124,245188,325622,255656,234620,284011,202249,271610,227221,233438,228352,147413,147413,192817,329192,231701,253515,342054,225809,284495,252982,180006,161981,215567,212964,262429,357942,262739,259339,338984,272909,329479,316917,238904,323706,256773,285197,357476,343440,287938,282481,356138,243460,434875,303857,229060
관광기념품,경상북도,163985,165767,188626,276566,277194,206812,197810,260503,234995,263292,233981,188558,193130,217185,210254,264215,290099,218227,197905,266511,199533,269062,230633,208262,189587,94625,94625,148060,217928,171770,188621,269160,165960,257346,256114,145033,174618,188468,193320,230941,299159,282582,237605,283603,264522,353009,274768,210161,243655,190063,171763,317978,339596,315136,260265,335195,242354,377555,289776,212693
관광기념품,광주광역시,58358,55031,81551,72479,73056,58845,57039,55990,59003,65203,58545,55069,68198,52242,74188,69104,85207,72209,61001,69303,67765,58965,65251,69831,61270,62174,62174,71244,91174,72901,43190,46698,58712,62379,52723,43599,45104,72468,70362,75251,82362,55817,53281,53780,65960,64161,62396,73711,72770,66246,82434,82446,85927,81102,50351,55184,51462,87917,68078,49821
관광기념품,대구광역시,227208,206864,275312,266090,290100,277115,262199,282298,261113,294687,308151,344693,318432,293733,363573,327762,350289,351196,308894,295953,244544,274007,241862,254444,239861,43563,43563,63113,151840,101682,85776,75751,108377,102049,98562,92446,98672,105072,116380,114397,120270,84192,95596,78416,106381,108104,103845,120645,105671,89551,103353,116317,115795,109636,110912,102588,94287,123857,116830,115051
관광기념품,대전광역시,69198,87294,90722,111343,119807,84377,77979,93417,86182,90398,89923,108622,104100,78662,86616,108975,91344,91916,83159,76484,72477,92426,79215,78135,67653,48646,48646,70365,99944,79400,60466,62151,82372,55158,73898,57276,66695,82253,72000,80246,69391,76199,59583,61457,70804,86420,73048,93536,82158,46268,44687,72399,71779,53669,67719,77399,62150,77648,75895,84328
관광기념품,부산광역시,238516,236026,260768,265562,313097,231324,235389,209578,216345,235649,262001,268896,284321,249842,287378,320793,312980,209210,235531,268315,174736,262323,220606,238945,240292,91148,91148,170377,253091,216557,180923,175808,147712,193814,219860,213454,179440,230287,239406,318122,313711,267851,246535,223703,250701,285718,295421,284130,345341,301112,247732,335841,367485,341946,358129,421416,276000,367735,318519,334005
관광기념품,서울특별시,1093624,1120881,1324979,1305176,1377727,1304093,1123519,1113694,1291758,1168100,1206130,1333282,1223600,1204233,1367133,1320378,1511096,1288197,1184919,1361579,1106454,1272869,1841996,1614238,1119765,534237,534237,615319,878191,778484,930422,782140,686372,895438,949908,749864,581902,776288,889838,985326,1002914,904421,874990,1022711,1027675,1118395,1180162,1138670,1140073,1116900,1117708,1221474,1587281,1368818,1421676,1460528,1217550,1474710,1466201,1330477
관광기념품,울산광역시,32499,31842,34441,40463,57764,39616,58908,49602,32657,36323,52135,41849,46446,38665,62043,40452,49524,77685,48178,54999,47451,50479,56791,38594,32253,19419,19419,25248,54098,64596,108538,44272,37508,50888,47713,27756,40125,30332,36054,40178,45723,38774,37854,51415,50092,61429,66886,62710,60742,32528,40657,46633,83769,51383,80893,69273,56781,74362,68286,68319
관광기념품,인천광역시,77612,67164,85092,93112,133787,116705,102434,111144,137283,131833,111318,111711,103466,106027,110914,109484,150694,122754,116170,128869,100496,129945,115533,135692,109481,74585,74585,87988,120027,91824,105527,84165,114033,143767,116867,102810,103724,114074,123604,119096,123220,103901,86285,108193,100063,126134,104832,96867,123084,100048,98218,118350,172345,142671,132839,139218,122462,148861,127693,126361
관광기념품,전라남도,58002,72504,103971,117017,171722,143009,137993,152864,107040,134111,141107,100429,94908,103255,127408,122180,163538,131109,122939,178009,100701,145769,139393,82167,90124,69710,69710,79528,137835,96629,97569,105870,69779,110581,98586,57787,57587,76970,81319,99211,155275,157371,193279,218804,158684,258140,170821,143038,175671,136385,131250,198192,278419,211048,246622,294740,169176,257812,200334,130425
관광기념품,전라북도,161883,151782,193824,221024,268977,171496,149856,194398,199114,189107,199022,170487,184257,160547,187466,220953,256783,197206,174830,200637,152840,230516,206983,140939,139043,93404,93404,125292,186486,136327,130611,142803,111722,173216,163965,109449,97245,153892,156800,184587,213498,155469,119454,172731,176919,216841,201009,163243,138938,130783,133977,223283,239182,193278,170430,199307,137234,194309,179703,103085
관광기념품,제주특별자치도,1375965,1023975,1570792,2082419,1799703,1828418,1520068,1671908,1475281,1685789,1624400,1202806,1220501,1080766,1773693,1991159,1820647,1843728,1495402,1858010,1516138,2099056,1992913,1587868,1478438,402243,402243,446765,911490,1153132,1435455,1842028,913352,1579819,2124313,785440,567488,1013278,1427497,2068819,2221201,2324373,2133936,1791138,1619458,2595361,3189813,2305774,2373052,2241258,2037211,3273742,3596841,3800456,3097957,3278398,2855922,4182978,3458649,2415221
관광기념품,충청남도,100237,96842,171027,122479,148249,113190,122373,125988,121193,126192,119557,111310,108321,98910,119488,166498,156845,143220,121776,140185,104473,166512,124524,112394,93682,75304,75304,95078,147475,88012,102318,101371,73017,118072,86836,68414,68848,87795,108229,117953,140407,104323,110085,128523,118245,163852,112085,108760,112345,111794,124910,182115,197556,153798,152899,184641,145936,206815,129240,112439
관광기념품,충청북도,90163,98251,116748,119967,155222,126603,104212,104654,127557,114825,97699,104439,129822,106827,128108,126507,140705,118477,116804,153057,133756,145110,139242,121507,126637,104819,104819,135787,165883,132910,135016,119194,134406,122755,121360,97362,99895,103386,125003,145899,142744,131498,120562,120512,126245,143125,117576,107896,101856,91624,112440,139139,166432,139390,146334,142566,145553,156549,139823,106887
레저용품쇼핑,강원도,9059443,7955740,9035508,9126697,9675643,7935580,6975643,6155545,8841937,10779868,1019076,10390648,8727233,7689695,8268432,8098463,9620638,7152854,6573105,6318161,7554726,8897244,9442008,8624555,7328078,5279013,5407154,6815093,10589602,7256554,5994307,4954580,6107846,8862445,7424168,5788314,4681050,5433360,6320683,6882569,7247747,6329850,5762855,5000806,7239947,8345451,7902573,6940411,7326072,5911345,5679643,7890494,8339862,6691797,6124961,5398988,6803160,8760022,7167330,7976953
레저용품쇼핑,경기도,34681226,31685208,45625164,46077034,48045418,43357272,38339064,31228786,42612832,54397365,12027632,45029600,31348112,29387952,41886175,42216810,47444917,40774674,35937389,32288960,36479433,47209953,45831933,37620198,28110157,22850769,28761763,42722335,59739880,43876794,37955036,29657109,35270783,51297024,42917477,29762611,23198395,28686661,41027071,44318696,46187543,41103341,36915428,33056262,44598231,54183733,46094249,38097440,32250581,28562142,39596317,51376864,53129546,44480836,40879110,34217300,40128979,53094835,42004994,37867622
레저용품쇼핑,경상남도,10322521,9890061,12755868,13314068,12893459,11084195,10680236,7885957,11289878,14976921,2098548,13374559,9604964,8923663,11753083,11850416,12989266,10336379,9422857,8219528,9208670,12281782,13840493,10847378,8212061,6178269,7006081,9960172,16498963,10802164,8403959,7782339,8772907,13503496,12336729,9262989,7240610,7230732,9392631,9851711,10545658,9487519,8693370,7139345,10912844,13052197,12176646,9662901,8958796,6935169,8571471,11730966,12118973,9879536,9024441,7591018,8878252,13845599,10904588,10052778
레저용품쇼핑,경상북도,10668460,10278306,13359579,13064001,13234137,11129210,10110109,7682672,11800546,15204187,1973213,14148006,9701278,9390055,12423299,11768237,12887566,9881602,8719558,7504295,9619868,12574572,13859001,11221213,8342333,5728606,5945211,9255564,15804032,9988417,7702111,6769219,8353625,12843963,11651053,8598298,6492423,7316678,9438461,9428229,10125281,8586358,7632739,6042303,10596555,12145294,11912881,9398747,8242654,6705655,8837097,11356422,11788374,9133914,8304067,6591764,8960831,12923854,11186230,10458186
레저용품쇼핑,광주광역시,5910894,5758207,8642728,8690988,8929471,7144403,6598810,4958403,7255693,9532667,1364245,8094221,5639345,5627005,7690847,7706630,8476436,6667456,5814097,4942042,6130946,8086117,8604160,6692295,4898029,4043504,5356159,6916936,10420768,7079083,4782801,4588198,5538089,8860690,7943817,5982679,4463964,4893952,7238986,7513302,7868011,6554487,5785153,4722079,7142426,9055401,8162342,6527169,5543529,4951780,6920292,8912807,8936642,7083683,5842394,4680983,5931050,8935451,6840222,5644059
레저용품쇼핑,대구광역시,7755636,7507227,10084936,10209645,10200093,8485146,7762043,6145054,8898207,11698568,3143298,10331551,7236024,7277159,9453865,9086456,9975179,7740630,7062108,6151661,7405184,10098532,10251505,8551641,6580772,4329180,4325850,6934178,11588649,7832129,6061549,5449310,6943932,9613290,8991064,6964522,5319809,5646679,7851097,7819391,8271844,6854288,5942329,5161327,8139292,9303532,8955710,7838212,6568524,5525004,7247336,9082776,9384396,7742833,6924400,6533824,8791086,12354706,10326621,10055236
레저용품쇼핑,대전광역시,3784105,3462080,4425959,4322931,4531370,3861038,3379973,2776945,3717566,4649767,936271,3941242,2949478,2787834,3800970,3696129,4207468,3317742,2989252,2625181,3065807,3683979,3657256,2978215,2508677,2039614,2284683,3239568,4915955,2927613,1990534,1899216,2226601,3047871,2419516,1944597,1688135,1749135,2532089,2588934,2484744,2248341,1952472,1775854,2849747,2770808,2156375,1971229,1887301,1726619,2339336,2914763,2903202,2408487,2172507,2461824,3146622,4479320,3719631,3632871
레저용품쇼핑,부산광역시,12244841,11347616,15258181,16066102,16096930,13169634,11712443,8958765,12669285,17817968,3541590,15525910,11039631,10057125,13570897,13733783,15015121,11826439,10016012,8612243,10079361,14432060,14831901,12382410,8974254,7041018,7248686,10448762,15683470,9503066,7463532,6658754,7040874,10779020,9900827,7360553,5919996,5937913,8453657,8535785,9055899,7902428,7133166,5839524,8749760,10562255,9669933,8161609,7323839,6064226,7704278,10208226,10717069,8790286,8248400,6755501,7819314,11675872,9398680,8667568
레저용품쇼핑,서울특별시,37172607,38181100,52113367,50538344,52256618,48878587,45271063,38762138,48520680,55158294,12596768,48787379,37488782,38547024,47720413,46870484,52712727,46018981,40540197,37166306,42936289,48618876,46471612,42079433,34329947,29235584,31581866,39203680,53854958,44324848,39631859,31234814,34752744,47192885,40884368,28268410,24132677,30897915,40880735,43641547,44835951,40488934,35901163,34296334,40639477,46084777,40973927,37081673,3476762,33212435,41874200,49662615,51015741,44091385,41987411,36898582,39262149,48410331,40693988,37907706
레저용품쇼핑,울산광역시,3186453,2919510,3908080,3868206,3906447,3319046,3230595,2365286,3412201,4368871,849589,3965864,2862991,2644006,3634530,3489638,3821584,2994052,2861095,2443413,2865882,3681131,4017111,3388257,2574939,1918618,1997023,2878370,4582667,3075140,2546950,2295295,2515144,3831947,3569224,2670977,2127948,2183933,2966985,2994603,3232792,2800420,2707547,2154470,3243833,3910760,3632898,2884221,2570531,2271560,2839153,3529689,3664120,3081395,2856348,2384512,2782628,3915584,3259274,3147493
레저용품쇼핑,인천광역시,8936826,8700943,11271161,11015892,11978469,10428299,9690435,7602491,10928667,13671813,2565574,12554061,8521531,8306619,10750018,10647902,11893965,9460549,8267788,7620350,9083036,11377849,12386231,10669145,8276687,6225068,6855629,9360378,15395594,10094980,8529792,6676803,8013866,12236456,10288806,7068475,5805399,6570102,8805732,9391018,9966047,8718239,7264757,6232373,10490722,11814256,9949203,7713883,6856420,6102340,8092643,10754950,11022947,9022862,9224204,7749057,10000967,12713100,10457342,9934155
레저용품쇼핑,전라남도,6071739,5783748,8031860,7977233,8234679,6696923,6061630,4706971,7090843,8893503,754172,8025810,5395203,5389476,7187250,7309990,8136771,6130253,5517039,4693583,5850382,7572561,8349847,6614303,4811281,3921091,4669192,6124039,9448215,6387167,5032130,4373497,5399097,8153515,6972935,6009574,4269402,4162708,5912598,6136177,6546141,5765869,4930999,4286175,6674590,7829631,7366018,6230186,4897256,3888748,5396143,7118659,7501145,6096480,5561906,4566329,5613426,8050871,6766977,6370041
레저용품쇼핑,전라북도,8480899,8273030,10528819,10135104,10295246,8500648,7577706,5702886,8792069,11549545,938433,10840131,7162481,7061644,8857440,8651160,9896952,7532333,6518225,5585469,7184131,9612791,10156082,8457431,6221703,4966075,6191010,7152223,11237461,7293994,5699689,4749234,6721832,10773478,9494090,7207060,5922201,7215148,8900374,8231576,8687840,6988206,5837090,4928491,8065813,9987764,9157430,8261793,6970798,6000885,7186351,9550746,9829818,7607111,6565426,5127506,5807978,7841444,6480345,6452142
레저용품쇼핑,제주특별자치도,4129524,3918003,4807120,4922098,5348422,4553440,4258825,3111656,4438676,5552780,546349,5725198,3931527,3682634,4402005,4653965,5264107,4239770,3809276,3306496,3826321,4944543,5319084,4739606,3554419,2631201,3311867,4101749,5965519,4091658,3497050,3130643,3837364,5319582,5216297,3820311,2684728,3135357,4016650,4196803,4485363,3928126,3298373,2998743,3815286,4745763,4645400,4003081,3610663,2866018,3629350,4616443,5131509,4368504,3759414,3151805,3564331,5145686,4192706,3869336
레저용품쇼핑,충청남도,7075975,6874769,9208302,9264008,9665215,8272484,7621286,6065583,8928973,11018270,1436309,10039239,6803230,6222573,8447569,8491805,9686984,7834302,6876658,6178778,7356982,9207459,9484204,7872376,5820900,4266950,4905650,7157775,11082026,7595456,6211769,5365250,6755767,9777896,8366150,6627379,4979706,5183210,6918696,7270754,7847397,6703731,6295686,5406394,8527960,9540754,8252601,7039118,5751639,4666077,6312717,8230691,8729847,7384337,6669252,6119616,8317558,11314367,8985433,8345285
레저용품쇼핑,충청북도,6697758,6639065,8943755,8874674,9246345,7550474,6604098,5198294,8068519,10192159,843500,8708292,6199424,5954726,8003182,7992130,8841723,6771864,5948550,5241563,7195231,8832057,8899808,7470671,5693610,4224528,4849367,6563114,10453679,6727680,5260576,4306452,5944331,8494244,7354293,5129121,4167334,4753290,6401483,6635673,6848483,5890114,5143795,4317129,7296967,8326186,7727992,6560415,5481737,4460649,6063107,8179576,8080335,6440011,5803162,4823985,6509525,8998096,7238822,6890992
대형쇼핑몰,강원도,7329910,8173763,8085097,7347769,8295911,7756487,9888801,10227509,9027070,7424398,6885193,8240868,7073710,7539009,7823968,6120763,7736995,7161594,8079743,9579035,7730994,6737678,7098245,7616583,7659662,5449013,4923378,5845734,7496769,6491834,7573910,8711151,6762718,7142416,5799494,6155724,5979613,6519741,6147199,5904046,7423942,6201938,7582287,7910469,7024090,6886095,6071101,6784227,7854996,5792455,6440470,6747786,7638343,7234505,8572978,8743146,7140182,7103572,6002429,7084121
대형쇼핑몰,경기도,208312573,219313322,219313322,218660024,234577004,217341124,225140109,214532420,260195120,244834598,234618329,268989300,221889978,216470229,253299926,215450325,241002264,222489376,205346374,217055700,241025047,239273888,249362430,251079823,224298034,161583566,172393347,197121361,235475244,203542088,199211739,197015120,217445277,251126316,233218042,201820814,198988710,211650954,224873083,216046356,244006790,206350481,201902567,204620617,231162572,275787938,245709953,244702848,258113727,209238099,242250505,265123708,274955111,254053702,255479867,243823923,260682992,299713953,255551479,266907737
대형쇼핑몰,경상남도,23562216,26496469,25443424,23850533,26398780,23700709,26053654,24190606,28988917,24395260,24786780,27474133,23403832,23439561,25191555,21476919,24872505,22339598,21499834,23407442,24436899,22565589,23525581,23863375,23126724,15871123,14772535,17262062,22558734,19919390,19681607,21883697,22537417,22723195,20153571,18934750,19462088,20273493,19519018,18548084,21812559,18797762,19149763,18606275,20700526,21983194,20171516,21015621,24835937,17396516,20052817,22864998,24568391,22781454,23346068,23240119,23264445,24814654,21983103,24292518
대형쇼핑몰,경상북도,12208570,13705240,12819616,11908217,13533046,12319874,14565372,13445356,14616626,11208390,11075563,12816441,11754499,11806583,12068756,10062033,11722640,11048926,11304324,12659961,12446122,10119489,10439534,11127399,12261412,8099367,7539650,8613842,10487919,9787689,10019770,12193606,11405479,10061529,9769199,9635455,9693044,9892865,9447792,8784055,10501662,9249917,10832005,10576488,10292415,9656374,8700867,9671624,11584450,8190141,9293337,9504814,10486770,10161222,11117488,11307901,10086432,9656636,8806791,10105046
대형쇼핑몰,광주광역시,21436227,23656461,24669999,22555781,24714523,22515647,23521639,20895460,27334218,25711883,25942870,28816211,24283019,23638347,27846765,23385494,25970949,22947209,22085218,22846690,26749147,25216978,27804191,28558211,25107863,16623997,18090338,21285933,26204866,22183906,15678542,19287216,21329281,25239446,23632812,21304394,20554634,21992926,24706836,23588873,25093115,20834240,21145483,20472782,24073228,26716965,24945608,26665059,26831338,22300913,26826350,29284613,29583308,30858147,27016154,24955569,28039431,30794827,27654664,28969438
대형쇼핑몰,대구광역시,52315642,56141741,55387925,51548319,56635101,51373000,54574799,48705070,61132479,57101730,55547155,61918992,52933491,52021660,58726545,51507297,56753523,49800283,47760171,49601429,54560928,53746920,56667548,59622476,53326883,34213804,23464416,34891334,47184555,44251936,43640523,45744179,49914461,53695170,52119011,49333941,46759497,48921640,52435667,50542436,55302710,49041551,47121486,44718943,51108510,56885429,54522796,56580507,62784932,53553243,60131743,63414531,67906743,71202192,64898508,60737457,63631472,71204377,65680535,72196287
대형쇼핑몰,대전광역시,20938069,21941440,23374622,20880505,22807871,20796983,22387657,20757229,23667727,21773613,22075297,24645907,21032321,20132346,23552646,18978486,21577402,19972877,18951958,20006673,21303580,20299626,20934162,22437882,20551909,15478096,14747583,16699620,20201338,44251936,18919583,21988969,22536014,25668595,24206379,21713291,21574772,22528071,25738887,22859416,25725241,21364652,21267814,25303171,33332097,35861243,31976050,34815325,36416250,29836902,34047793,35654061,35942304,44421676,36721229,36657337,38604441,34523325,31116100,32077240
대형쇼핑몰,부산광역시,95679310,102501544,104128003,95170863,101943390,96812443,102506749,99085391,114051907,103105089,100817315,110767980,99785918,97788089,106759085,92903011,99155430,92650836,89112826,95263969,99024493,96314035,99154937,103363337,99891627,77468878,76621721,83257111,96496856,78533939,77420351,81679814,83591722,85701330,85526364,74780552,77047688,80638193,85811651,79943831,89015481,80298822,79673604,74380876,84883337,92992670,85689312,90494539,100191771,81337269,91548341,96842795,101629488,98807774,97230841,95720596,95499612,106939304,94717817,104514410
대형쇼핑몰,서울특별시,225273588,238329046,247036832,227222610,245384103,232893672,242704696,229007962,256008369,250778195,242077533,278176792,231993504,217674237,254562743,226123198,251083823,230449271,220269932,228921076,233689220,235204806,245995974,263221015,228373982,172095881,165435304,185412135,222980453,204419604,204560612,198544495,205712200,224478581,217958168,200818317,192041917,201021862,225440041,221279257,237373984,217595915,200047628,196454685,214360277,248736251,235035197,262897947,271242270,231446762,260257026,278638385,289997338,289503432,281716307,266620027,264214113,291315282,273110824,305488162
대형쇼핑몰,울산광역시,11104209,11757643,12115866,11184558,11781744,10886704,12117975,10804979,12761710,10852309,10975933,12189622,11110484,10629004,11919157,10277849,11390799,10505885,10188752,10951122,11033753,10315986,10884760,11118154,11098477,7960851,6923030,8147185,11154061,9296027,9020595,9883469,9372066,9679435,9533153,8644609,9120108,8870773,9083476,8465835,9468953,8480797,8965057,8111314,8629253,9577701,8765886,9472677,10461611,8197080,9658828,9817726,10562170,9556636,10223584,9971696,9777879,10519346,9303383,10833683
대형쇼핑몰,인천광역시,38468934,40914121,42131682,39499117,42618794,40013641,42383898,39218771,46136314,41071920,40427969,44913639,37168576,34988434,39911688,34428727,39608304,36234571,33910902,35692773,37217119,34796155,36747801,37977813,36335181,25788744,26674809,29544876,32689777,29811156,30517575,31537881,32870236,34559548,33027074,31169939,30231195,30900552,31966816,30544344,34399787,29666225,29846402,29116460,32078551,34567122,31142950,32424247,35526746,28942614,33610837,35031085,36649927,33444501,35756475,34326643,35433899,38633209,33079457,36643437
대형쇼핑몰,전라남도,8497550,9649489,9760156,9002336,9902423,8711349,9715381,9047037,10802787,9395464,9579886,11289919,8907803,9692623,10362163,8632144,10105659,8924610,8590144,9041679,9840482,9132764,9879159,10205103,9399750,6455144,6744299,7914928,10468641,8246797,7538632,8266309,7536267,9541062,7406012,7795003,7361639,7934426,8518079,7686551,8934029,7641557,8271571,7732130,8507572,7447400,6875356,7203354,7203285,5603059,6598316,7451639,8203610,7312009,8419456,8930046,9401415,10539601,9079760,10008725
대형쇼핑몰,전라북도,10389325,11885548,11671183,10936096,13396827,11333703,12415909,11856691,14104168,11734816,11756940,13743604,11851460,11929509,12565916,10410698,12066141,10793745,10585862,11007117,12200523,10552957,11259500,11938431,11740126,7016467,7918507,8906722,10989776,9056037,9100801,9835514,9960154,10201148,9339097,8785446,9046808,9244579,9082495,8272477,9998672,8331561,8903735,8634682,9268218,9219192,8396797,8901497,10497405,7464888,8698679,9062740,10053954,9008379,9536560,9049711,8353036,8347933,7473307,8491861
대형쇼핑몰,제주특별자치도,2804479,2597690,2619526,2642375,2840024,2849328,3374982,3544771,2827583,2432271,2232301,2547936,2503041,2359387,2284345,2160062,2441183,2462874,2856117,3077717,2364039,2226579,2160930,2395763,2483602,1619237,1768192,1852633,2103086,2090310,2384985,2970592,2283986,2266056,2202497,2281253,2064961,2040533,2055974,2160651,2471126,2354919,2800570,2593618,2163484,3160473,3048321,3184327,3561482,2865970,2983209,3116693,3320176,3172862,3544716,3673201,2737574,3290175,2796420,2894426
대형쇼핑몰,충청남도,16975411,18693543,19493545,17500360,18976018,17559017,19131593,17749190,20694355,18369040,18203263,20249893,16650656,16778017,19164489,15813681,18003692,16574880,15860019,17145417,17808089,16898424,17486413,18034861,16756613,12085141,11543971,13914271,17093441,14147599,14147595,14846479,15189985,16443477,14133151,14530229,14123104,14407779,14875472,14263395,16487335,13818180,14811595,14441246,15263286,16804247,14887623,15957866,18328809,14622544,16338501,17404495,19848030,19049085,17762366,17365985,18672089,20882462,18421463,17309164
대형쇼핑몰,충청북도,13985678,15813516,15763374,14492622,15509773,14342447,15867704,14885873,17852145,15009359,15091235,17083840,14708408,14442562,15996021,13285939,14759822,13676217,13348524,14049875,15569829,14516365,15616607,15922686,15171757,10818023,11251956,12198149,13810803,12165517,12197835,12852966,13645838,13832367,13049736,12110168,12386106,12461878,12598908,11629964,13374082,11354100,12478461,12062828,12891916,13285418,12098623,12970549,13987942,10546569,12183013,12673431,13722001,12348118,13295029,13071220,13519421,14207174,12634321,14443495
관광유원시설,강원도,194870,116009,185613,210511,277577,237948,657156,984389,375969,347080,230977,226797,259136,297418,256015,216577,301168,392026,512072,924660,298473,388806,424780,409183,424931,281393,209411,370255,370255,341972,421559,544657,281068,637411,397829,161832,172065,307675,234120,374257,482847,414771,516388,604578,453950,698263,675567,449273,618422,513188,383816,1222803,2050356,1504769,1465059,1934973,1373402,2140108,1032707,644026
관광유원시설,경기도,1043299,957478,1512891,1484975,1872950,1792054,1365476,1455983,1940531,1787850,1247737,1344459,1294323,1372283,1762520,1578175,2005230,2033431,1470184,1943299,1917771,2185508,1581198,1580793,1381016,658732,677441,1576421,1576421,1088031,1337901,1052352,969010,1799134,1031930,541039,706731,1103273,1070740,1351021,1584063,1604012,990427,1440440,1570930,1775696,1213630,1000863,1817376,1567563,1387368,2066683,2593094,2264126,2032494,2508705,2287182,2425393,1584133,1564324
관광유원시설,경상남도,202486,151182,154861,203000,313191,447232,831445,1067670,254312,217297,198644,188990,233354,197767,202873,189374,282007,301083,434501,572251,176742,251815,271840,185141,182259,121919,109704,243857,243857,204734,235671,335112,155931,383681,265006,93669,110707,164023,173036,193190,294159,222049,289928,376276,311100,441240,336771,177179,224818,187453,189905,316898,462352,383523,498219,542159,279837,529380,357590,227431
관광유원시설,경상북도,256511,207900,211499,283094,298910,304857,529393,831203,282216,281725,215263,233922,265029,245475,264678,282105,295202,412538,529937,542715,207026,321831,254381,258585,254905,107309,47557,193052,193052,150088,209230,324504,106284,265822,228442,99983,132250,271486,242314,311025,398503,288791,258501,310387,297541,414601,353885,273539,315620,224672,211871,339120,407161,326014,429510,480268,277968,428798,306205,292972
관광유원시설,광주광역시,46821,34212,51963,49924,66580,42358,34350,33358,64123,53522,42173,40108,53349,44147,66936,76634,93936,86304,70973,73512,71183,93241,159340,134410,157869,65638,54032,250747,250747,110674,26811,51973,54678,202474,107145,49693,80441,148484,177404,228729,322394,210416,117200,164745,261804,329189,221251,142432,235236,205806,175150,451514,427949,225842,123242,181642,222351,317702,202885,106996
관광유원시설,대구광역시,197486,305243,307577,192665,323656,290445,207751,360662,303437,214472,358624,339711,216832,332194,351327,209203,404297,341111,226941,400618,361585,232265,414558,420646,259646,284263,104072,189574,189574,233301,251765,240616,188982,259586,253724,232727,186195,241500,250450,225047,267065,241241,214867,246168,272872,204921,281366,270660,212042,209861,236207,223489,305224,264643,237951,273234,267491,268076,318366,257977
